,Messages,Time Stamp,Spam
1010,TAKE DAILY 6k TO 8k PROFIT WITH 50k INVESTMENT,27-12-2021 9.22,
1011,covid nosal drop by ITC is a very big game changer for this co by savlon brand may see price of 350 plus once the news is out,27-12-2021 9.14,
1012,Today we will realise that Sanjay Puri s statement is good for investors or not,27-12-2021 9.10,
1013,As PM Modi told to nation about COVID-19. he cleared the air of nasal spray/drop/vaccine for COVID 19. ITC is at advanced stage of nasal spray for COVID-19 nasal vaccination. huge positive for ITC . may see a 5-15% jump immediately,26-12-2021 11.30,
1014,Such a nasal spray to combat all varient of covid will be a game changer. This will be hugely synergistic with other health & hygiene brands like Savlon.,26-12-2021 13.09,
1015,Huge upside potential. Good fundamentals and is currently trading at more than reasonable PRICE. TO GET INSIGHT ON SHORT TERM for more info v.gd/GjmAyK,26-12-2021 13.06,
1016,News of demerger by Sanjay Puri sir flashing in business Today...... tomorrow opening at 5 to 10% up,26-12-2021 11.27,
1017,Huge correction done in good fundamentally strong stocks buy in every dips for investment,26-12-2021 11.26,
1018,Positive movement expected due to high delivery percentage accumulate,26-12-2021 11.25,
1019,"ITC never in its life this this share gave two consecutive negative yearly returns. By 31st if it closes below 209, then this would be the 2nd yearly losses for this stock. Lets see it closes this year with profit or loss.",26-12-2021 11.08,
1020,as pm modi told to nation about COVID-19. he cleared the air of nasal spray/drop/vaccine for COVID 19. ITC is at advanced stage of nasal spray for COVID-19 nasal vaccination. huge positive for ITC . may see a 5-15% jump immediately,26-12-2021 7.38,
1021,"Amid its share price stagnating for over eight years in the Rs 200-300 range, ITC finally divulg-ed its business strategies. From unlocking value through the demerger of its non-cigarettes FMCG and hotels business to a possible listing of I...&nbsp",25-12-2021 23.18,
1022,"From unlocking value through the demerger of its non-cigarettes FMCG and hotels business to a possible listing of ITC Infotech, the Sanjiv Puri-led company has a slew of measures planned",26-12-2021 1.12,
1023,"Telle grm Profit_Junction : UPL is near to its recent swing high which will act as support , Buy it only above fibonacci resistance 700 for 739 soon. I share freee intraday caallls in my Tellee grm Profit_Junction",25-12-2021 17.05,
1024,we have added more ITC shares during recent fall keeping in mind its long term target as well as also to get demerger scheme benefits. We are quite hopeful that only from ITC Infotech share values after demerger we can recover the original ...&nbsp,25-12-2021 16.48,
1025,Will see more positive levels in this stock so keep buying...,25-12-2021 15.44,
1026,Telle grm Profit_Junction: Biocon is little bullish as per indicators in daily chart. Buy only above the next resistance 380 for 400 tgt in 1 week. I give freee intrdy sugggestions in my Tellee grm Profit_Junction,25-12-2021 13.43,
1027,simple answer but the reason lies elsewhere....expect duty to go up on cigarettes in yhe coming budget....hni s have and our so called reputed brokers hv hand in hand rigged the prices ...... expect it to go to 192 maybe less in a sharp fal...&nbsp,25-12-2021 13.04,
1028,ITC 52 week high is Rs 265 and fallen down to Rs 212 recently. Can it further move up to Rs 265 again in near future. Lots of broking house given ITC target up to Rs 310. Can it happen in near future,25-12-2021 12.10,
1029,"Present price as on 24/12/21 is Rs.218, should I purchase this price for long term (one Year)?",25-12-2021 10.53,
1030,whats the news and at which forum,25-12-2021 10.33,
1031,Can anyone guess and understand why ITC shares recently moved to 52 week high and why again recently there has been free fall to Rs 212. The recent fall was from Rs 237 to Rs 212 after Investors Anylist meet and display of 290 pages outcome...&nbsp,25-12-2021 7.43,
1032,"Heena, target for Feb 250-260, Mar 270-280, April 290-300 and so on...",25-12-2021 0.51,
1033,Telle grm Profit_Junction : ACC formed inverted hammer pattern near the resistance. Buy it only above BB upper line of 2300 for a tgt of 2600 . I give freee intrdy sugggestions in my Tellee grm Profit_Junction,24-12-2021 15.39,
1034,as I expected it closed at 218 because huge accumulation happened between 218-218.20..,24-12-2021 15.33,
1035,breaking news . after market hour.. big announcement to follow soon for ITC.watch out bye,24-12-2021 15.32,
1036,Again back to same groove. These shorters will never improve. Kept heavy pressure all through last hours. Bulls have lost relevance,24-12-2021 15.09,
1037,Buy..... Voltas... at cmp (1192) tgt.....1208.......1242..... in a next week....By.... Angel broking.....Emkay sec... icici sec.... Motilal Oswal.... All are Strong Recommendation...,24-12-2021 15.06,
1038,Accumulate ITC as it will head to Rs.240 very soon and after crossing Rs.240 ITC will head towards Rs.270.,24-12-2021 15.01,
1039,Now it is ITC turn after Reliance blast. Be ready before 2.55PM it must show definitely new high today.,24-12-2021 14.23,
1040,Strong Recommendation buy by All brokers....... Voltas.... ITC...Reliance industries.....,24-12-2021 10.50,
1041,"Kolkata: ITC Sunfeast Dark Fantasy has announced the launch of Dark Fantasy Desserts, a collection of two delectable and drool-worthy centre-filled cookies - Choco Chunks and Choco Nut Dipped. With this launch, the brand aims to elevate the...&nbsp",24-12-2021 11.08,
1042,"ITC has raised its holding to 27.34 per cent in Delectable Technologies, a company that operates the Azgo app and vending machines selling snacks and other fast-moving consumer goods. The company has acquired on December 20, in the third tr...&nbsp",24-12-2021 11.11,
1043,"The shorters in ITC have very bad taste of trading. but for them with normal trading it would have already moved up to 225. We need normal trading like other stocks, then more and more traders will participate and good returns can be earned...&nbsp",24-12-2021 10.25,
1044,"Confirm news demeger will happen before March , this qtr results will be superb",24-12-2021 10.10,
1045,when itc moves up market see heavy correction two days of itc upmove market should fall for next few days,24-12-2021 10.02,
1046,is there any good news for itc.. reasons for sudden spike in volumes and price in this scrip????,24-12-2021 9.53,
1047,Buy ITC as it is heading to Rs.240 as earnings growth visibility is very strong and some good news about the de merger too shall be coming soon.,24-12-2021 9.53,
1048,Hold ... ITC... Voltas... Reliance industries........for next week......Best bet and best Reward....,24-12-2021 9.48,
1049,Unlike Other sectors IT sector is impacted by many factors Can Market correction impact Infy badly? To get all answers v.gd/GjmAyK,24-12-2021 9.04,
1050,Bajaj finserve positional above 17500 support 16250 target 21000 For AnyTips OrHelp wtzp... 73OO7 :311 :44,24-12-2021 8.33,
1051,Will see more upward moments so just wait and watch...,24-12-2021 7.44,
1052,Unlike Other sectors IT sector is impacted by many factors Can Market correction impact Infy badly? To get all answers v.gd/GjmAyK,24-12-2021 7.09,
1053,............today Buy Banknifty pe 35100 next week expiry at 280 for Trgt of 380 ... target hit ......joinme on...tlgrm...at ... ........rmwealth for prftbl calls ...at chpst...good to buy itc at current levels.........,23-12-2021 20.53,
1054,Fundamentally strong stock add at every dips for long term for more... bnfs.at/891c Unlikely scenario analysis developed strong analytical skills developed strong. How? ..........bnfs.at/891c,23-12-2021 20.26,
1055,"market are all about correct patient trades and Mindset, if you are genuinely interested in growth together on profit sharing then wtzp .702.15.37.682",23-12-2021 20.23,
1056,guys if you are really tired of making frequent losses in the market and looking for good recovery together on profit sharing then wtzp.70.215.37.682,23-12-2021 20.23,
1057,Fundamentally strong stock add at every dips for long term for more... bnfs.at/891c Unlikely scenario analysis developed strong analytical skills developed strong. How? ..........bnfs.at/891c,23-12-2021 20.18,
1058,Fundamentally strong stock add at every dips for long term for more... bnfs.at/891c Unlikely scenario analysis developed strong analytical skills developed strong. How? ..........bnfs.at/891c,23-12-2021 20.07,
1059,itc has launched new products desserts and recently there are many updates in itc it can boost price up definitely ,23-12-2021 19.58,
1060,Fundamentally strong stock add at every dips for long term for more... bnfs.at/891c Unlikely scenario analysis developed strong analytical skills developed strong. How? ..........bnfs.at/891c,23-12-2021 19.48,
1061,Fundamentally strong stock add at every dips for long term for more... bnfs.at/891c Unlikely scenario analysis developed strong analytical skills developed strong. How? ..........bnfs.at/891c,23-12-2021 19.39,
1062,You can watch Real Time FREE Buy Sell Charts of stock market from Technical Charting System at www IntradayAFL com,23-12-2021 19.38,
1063,Telle grm Profit_Junction: Biocon is little bullish as per indicators in daily chart. Buy only above the next resistance 380 for 400 tgt in 1 week. I give freee intrdy sugggestions in my Tellee grm Profit_Junction,23-12-2021 17.03,
1064,itc curection done uptrend start itc target 240 before budget v itc launch new besciuut ,23-12-2021 16.39,
1065,most undervalue nse stock and have good ptential to unlock the value.,23-12-2021 16.35,
1066,By the time the Union Budget is announced ITC should easily cross Rs 300. All these years ITC and other listed Cigarette companies were the only ones that used to bear the brunt of excise duty on Cigarettes. Things will change from this Bud...&nbsp,23-12-2021 13.04,
1067,he bhagwan aaj ke jaise aur 5-6 session de de..ITC ko lift kara de,23-12-2021 15.59,
1068,as said earlier bad days gone in 2022 during budget it will be above 300.and long term 500.(2 years),23-12-2021 15.45,
1069,"ITC is one of India`s foremost private sector companies with a market capitalisation of US $ 45 billion and a turnover of US $ 7 billion. ITC ranks among India`s `10 Most Valuable (Company) Brands`, in a study conducted by Brand Finance and...&nbsp",23-12-2021 15.33,
1070,We continue to maintain our HOLD rating on the stock. We value the stock at Rs 250 on SOTP basis valuing the cigarettes business at 12x FY24 earnings,23-12-2021 15.31,
1071,"Buy itc at 217 for tgt will come 223/227, tellegraam-KTRAD",23-12-2021 15.22,
1072,"Buy itc cmp 217 for tgt will be come tomorrow 223/227, tellegraam-KTRAD",23-12-2021 15.15,
1073,"There is not full form for ITC now. it is ITC limited. That is all.Previously it was imperial tobacco/indian tobacco etc.,",23-12-2021 14.24,
1074,Its a very positive analytical view unlike the usual pesdimutuc views v fibdvwhrn budget is nearing especially with the special committee finaling the report.,23-12-2021 14.19,
1075,I dont know whats wrong with this share..again it will be at 212 levels in coming days.,23-12-2021 14.06,
1076,Stock seen heavy volumes in last couple of days due to the latest news like investment from Reliance.for more info v.gd/GjmAyK,23-12-2021 14.03,
1077,"Telle grm Profit_Junction : Dabur is bearish as per indicators in short term, buy it abv 588 for a tgt of 630 and sell it below 560 for a tgt of 530 in a week. I give freee intrdy sugggestions in my Tellee grm Profit_Junction",23-12-2021 14.01,
1078,All futures (Nfty as well as Bank Nifty ae trading at very high level. In cash there was some profit booking it seems. Market is poised for further up. Option traders can give correct picture. All resistances on higher side seems to be very...&nbsp,23-12-2021 13.59,
1079,Long term investor always take profit from ITC. Retailer fully loaded.,23-12-2021 13.46,
1080,Very good analysis. lets hope there is equitable load on all SIN products so that penal taxation on cigarettes alone is mitigated to some extent.,23-12-2021 13.44,
1081,Dont buy for long term now wait for few moments and dip with right levels...,23-12-2021 13.08,
1082,aaj itc ko jo short karega...uski aisi lagegi ki ITC ka full form bhul jayega,23-12-2021 13.02,
1083,its good for option sellers just sell pe aur ce it will be jackot,23-12-2021 12.05,
1084,High Management Efficiency with a high ROE of 23.64%,23-12-2021 12.01,
1085,ITC Crap star may hit upper circuit today if cross and sustain 219 levels,23-12-2021 11.58,
1086,"There will be break out blast upside in all indexes today after 12.15-12.30 as all indexes have consolidated, looks like breaking days high and reaching new levels. Whether ITC so called operator will take advantage of this to show us good ...&nbsp",23-12-2021 11.51,
1087,"INFY, TCS, Infoedge are few of the IT sector stocks that you wont ever regret but only if bought at the right entry point. for more info v.gd/GjmAyK",23-12-2021 11.42,
1088,TATA Power came down to below 205 during fall and recovered well 220 levels But crap star does not move and sits like elephant,23-12-2021 11.19,
1089,After it will reach 280. Bonus will be 1:1 at least. Buy at your own risk.,23-12-2021 11.17,
1090,Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cost Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cos........... bnfs.at/891c,23-12-2021 11.15,
1091,Toda is Bluechip scrap day. ITC jindabad... crap star wakes up and showing some glow.,23-12-2021 11.15,
1092,Growth oriented stocks will be accumulated heavily by fiis and diis. Full list available............ bnfs.at/891c,23-12-2021 11.15,
1093,"ITC Ltd : Intra Day Target : , buy call today in this counter.",23-12-2021 9.46,
1094,May be ITC newly launched Nasal Spray Demand increased,23-12-2021 9.46,
1095,"These faltu fake sell orders, guys looks like omitting looking at their mind set. They are ugly in their life like that only.",23-12-2021 9.41,
1096,it had not moved up since investor meet happened its up 1.5% today so either short covering or good news,23-12-2021 9.40,
1097,it might give some upmove to intraday buyers some news might be ther coming,23-12-2021 9.37,
1098,"ITC has underperformed, last three years returns negative 12 percent. but feel good time to buy as management may consider rewarding share holders by way of higher dividend, bonus or demerger of businesses.. along with q3 results interim di...&nbsp",23-12-2021 9.34,
1099,Waiting anxiously to get proper response from the company in response to our emails. Also registered our grievances at SEBI scores. From our point of view general public shareholders of ITC Ltd should not be so much puzzled for recent free ...&nbsp,23-12-2021 5.44,
1100,"Today ITC 215 ,. 217. 220. from Angel one sensibul expert",23-12-2021 6.37,
1101,"ITC Ltd has acquired 27.34% share capital of Delectable Technologies Pvt Ltd signalling its shift to future tech path.Around Rs 10,000 cr investments lined up over next 3years. Strong re-rating imminent.",23-12-2021 8.48,
1102,itc is up almost 2% in first 15 minutes lets see if it can take out 220,23-12-2021 9.30,
1103,ITC may go down below 208 today. Min 10 words,23-12-2021 7.06,
1104,I have seen a website:- www IntradayAFL com It developed system to show live buy sell signals with Pop Up text alert & Voice Alert on calls. Also you can view free buy sell charts.,23-12-2021 1.04,
1105,From tomorrow onwards all bears will start giving positive messages and targets as their bag is filled with loads of shares. Now they start giving all kind attractive targets to pamper buyers. By now most of the retailers have started hatin...&nbsp,22-12-2021 23.40,
1106,"Post a base Triangle breakout in mid-July, the stock resumed the larger uptrend. For the week gone by, it has formed a bullish outside bar pattern on the weekly chart, which reinforces the uptrend",22-12-2021 22.48,
1107,Now from tomorrow onwards ITC will start moving towards upside journey. ITC have only one risk that is taxation on its cigarette business. Govt. is looking for new taxation rule in tobacco products. otherwise there is no loose point in this...&nbsp,22-12-2021 22.11,
1108,Stock Market latest news for more info v.gd/GjmAyK,22-12-2021 21.25,
1109,For Stocks Quarterly result updates more info v.gd/GjmAyK,22-12-2021 21.25,
1110,Fundamentally strong stock add at every dips for long term for more... Queen of future,22-12-2021 21.02,
1111,Never depend on single income. Make investment to create second source for more info.. Queen of future,22-12-2021 21.00,
1112,Most people dismiss many of the best and most profitable investment ideas,22-12-2021 19.11,
1113,Sell ITC with target of 208 & Stop loss at 214....visit goyaltips,22-12-2021 18.01,
1114,Dividend yani bhik na.....chiller.....5 rupaiya 12 aana....marega bhaiya.....na na na,22-12-2021 15.42,
1115,It is also important to close all open positions. Intraday traders often fail to do so due to fear of booking a loss.,22-12-2021 17.39,
1116,"ITC Master Chef, Havmor Ice Cream tie up to sell frozen snacks on mobile carts now ITC will sell its product on mobile carts. :)",22-12-2021 17.21,
1117,Sell ITC with target of 208 & Stop loss at 214...visit goyaltips,22-12-2021 17.20,
1118,Never depend on single income. Make investment to create second source for more info.. Queen of future,22-12-2021 17.05,
1119,worst stock in Indian stock market history,22-12-2021 17.00,
1120,This is not a multibegger Share this is A multi timeframe Chu....share of Indian Market history,22-12-2021 16.19,
1121,ITC called Board Cheating for investors.......again planning how to trap investors,22-12-2021 15.51,
1122,Guys big news..Puri is going to resign after seeing analyst meeting memes ...cheers,22-12-2021 15.20,
1123,Looking weak from here with low delivery volume high chances of short sell possible here for more info v.gd/GjmAyK,22-12-2021 14.45,
1124,Retailers sold this junk as soon as possible there employees are real operator here they are selling and buying share company are giving them salary to do work or selling and buying of share in its working company fools public sebi should t...&nbsp,22-12-2021 14.21,
1125,off one of the worst stock never ever see,22-12-2021 14.19,
1126,What for ? Let them ensure the previous investments starts giving profits i/o going wasting monies thru this kind of investmens,22-12-2021 14.19,
1127,Sebi should take any call this md is sattebazz there employees are doing insider trading in itc People are selling at higher and buying at low See insider trade details when I wrote 2 months before then seeling buying stopped by there side ...&nbsp,22-12-2021 14.18,
1128,wait for puri resignation till dis dont ask for puri resignation it will not work,22-12-2021 14.13,
1129,"systematically bring down the price by showing fake volumes. Purii left no reason for its growth, so it becomes easy for call otption buyers and short sellers to have good profit. One can pity this stock by having a glance at option chains ...&nbsp",22-12-2021 14.09,
1130,peopple are still clueless that they are trapped by operators when they show strength on opening ......but keep falling continuously,22-12-2021 14.04,
1131,ITC (NS:ITC): The cigarette-to-hotels conglomerate has increased its holding in the Agzo app operator Delectable Technologies to 27.34% on a fully diluted basis.,22-12-2021 14.03,
1132,99% chances to below 200 after then may be some up move should be come otherwise only consolidation here and there. for some months investment only . only investment. not satta no trading.,22-12-2021 13.52,
1133,Its repeatedly hitting the wall of 16900 making it weak making us to believe will give a break out. Option traders are in better position to explain to us whats happening. Can anybody explain to us.,22-12-2021 13.02,
1134,Fundamentally strong stock add at every dips for long term for more... Queen of future,22-12-2021 13.00,
1135,Short indian tatti Md Controlled company for the Target Of Rs paisa and Sl if break target paisa achieved if break may be possible Bcoz Its tatti company So Make ur possition According,22-12-2021 12.28,
1136,IT IS A TATTIE SHARE.. I FEEL SICK TO HOLD THIS.. EYE SORE..,22-12-2021 12.26,
1137,Except SEBI all know that ITC totally under control by operator. They move as per the value build up on call and put side.,22-12-2021 12.18,
1138,"Market look like in verge of giving break out at 16900 levels to reach 17000 at least. FIIs positions in F&O were on great buying yesterday though what call and option they have purchased yesterday, it was huge buying. whether ITC will util...&nbsp",22-12-2021 12.11,
1139,Stock Market latest news for more info v.gd/GjmAyK,22-12-2021 11.45,
1140,Then why it fell from 265 to 211 now? When everything is so great why it did not move back to 270 levels which was there 5 years back? Why it did not utilise MODI wave from 2014 when HUL moved from 230 to 2765? So there is some inherent pro...&nbsp,22-12-2021 11.42,
1141,"How come suddenly fake sell orders are removed, it was almost 5-6 times of buy orders. It was clear cartel manipulation",22-12-2021 11.39,
1142,ITC Master Chef Frozen Snacks %u2014 a brand of frozen foods %u2014 has partnered with Havmor Ice cream brand to sell its range of products in what the company said is part of ITC%u2019s new route-to-market distribution strategy. ITC will l...&nbsp,22-12-2021 11.38,
1143,"Just 25 percent gap between 52w High and Low.. What a joke, no wonder retailers quit early on this.",22-12-2021 10.15,
1144,"Every day this is operated lots of fake orders, today already 34L fake orders, yesterday it was 56L. This stock should be removed from Nifty 50",22-12-2021 10.10,
1145,yesterday 10 paise they put.. today I think 5 paise movement.. treating like beggars,22-12-2021 10.07,
1146,ITC is the first stock to fall if nifty falls and last stock to rise if nifty rises...lol,22-12-2021 10.06,
1147,Ye jo md hai naa isko award aur ESOP Nikalne se time hee nahi milta jo shareholders ke liye bhi socche ye sbse bada destroyer hai 295 page kaa pdf Dene wala isse regisn mango nahi toh ye leke jayega sabko,22-12-2021 10.03,
1148,I have no reason to believe that small and midcaps companies or their managements are in any way inferior to largecaps.,22-12-2021 9.53,
1149,"Realty has been a late entrant to the bull party, nevertheless it has come in strong. Robust Q4 sales numbers driven by low-interest rates, liquidity & reasonable rates have indicated strength in the sector",22-12-2021 9.53,
1150,"ITC Ltd : Short term target : 230 , buy call.",22-12-2021 9.47,
1151,"ITC Ltd : Intra Day Target , buy buy call given today for good to very good intra day profits.",22-12-2021 9.46,
1152,it will not running with nifty but falling with nifty Sara fmcg hi bekar hai,22-12-2021 9.45,
1153,You are bound to be emotional and overwhelmed when you first start investing in stock market as earning good returns may make you happy but losing money may hurt. Learn to never make your investment based on your emotions.,10-12-2021 11.12,
1154,Jism din puri gya us din upper circuit marega sure Tab tak sell calls as always for each month profit ,22-12-2021 0.29,
1155,"Indian multi-business conglomerate, ITC has been conferred with the 6th ICSI (The Institute of Company Secretaries of India) CSR Excellence Award in the Large category for consistently demonstrating innovation and sustainability in managing...&nbsp",22-12-2021 0.12,
1156,Yes we know very well about Puri.....it is to be used for eating with Shrikhand %uD83D%uDE06,21-12-2021 23.51,
1157,bhai kaunsi safe 267-268 se 209 tak gir gaya... market aur giri to 200.. n 185 bhi aa jaega... kya safe hai... aug agar 200 aa gaya to 220 aane me 6 mahine lag jaayenge.,21-12-2021 23.49,
1158,"ITC employs 36,500 people at more than 60 locations across India",21-12-2021 23.15,
1159,"At this point of time, if any safe investment (not trading) is there and that is ITC only. This is the most diversified company. FMCG, IT, Agri, Paper, hotel n Tobacco and Garments . Mgmt is very good. ITC is not for weak hand.",21-12-2021 23.05,
1160,I have been tracking itc since quite a long just hold for some more months best is yet to come I m sure in itc there is no any weak point you consider like you have invested in bank fd and yr maturity is in 2023 you will get unexpected retu...&nbsp,21-12-2021 22.46,
1161,Sanjiv Puri will surprise all the negative thinkers of ITC.... he is highly intelligent...dont under estimate his power.,21-12-2021 22.41,
1162,"Bonus would be disastrous as it will further enhance equity. Buyback will be a problem as BAT shareholding will increase. Major acquisitions are happenning. Price is suppressed only because of taxation policy, incorrect interpretation of ES...&nbsp",21-12-2021 22.32,
1163,"That s because if the trading volume is high, prices usually move upwards too.",21-12-2021 19.35,
1164,Hum sabko iss bhikari company ko madat karani chahiye.....nahi to ye company government chalane le legi aur wo usase bhi bhikari ban jayegi....sab raste par aa jayenge,21-12-2021 19.18,
1165,No one can take money from this earth.....is anyone you know who have taken money?,21-12-2021 19.15,
1166,ITC pays its employees very well. Thats ok. But the senior management appear to be incompetent. Their investment in hotel business has come in for criticism from many analysts for some years even before COVID 19 came to the horizon. . Yet t...&nbsp,21-12-2021 18.36,
1167,Company to achi hai... bluechip hai... but 2017 me jo 350 me fassa hoga usse 4.5 saal bhi koi aas nahi bachi... bluechips are not like this... look at bajaj finance... crashed to 1700 but recovered... look at infy... look m&m.....tcs... eve...&nbsp,21-12-2021 17.59,
1168,"Lack of management intent.. to create wealth for shareholders is a problem... no buyback, no bonus, no demerger... no major acquisitions.. no clear intent at all.",21-12-2021 17.54,
1169,Problem is management. See godrey philips is also major cigaratte business but it has given 34% return in 3 years.. and ITC -24% Management is sitting on cash... rather they should aggressively expand in fmcg and IT segments. Instead they a...&nbsp,21-12-2021 17.51,
1170,In analyst meet one thing was clear that till now management has no concrete plan for demerger.. it is just open to thought of demerger.,21-12-2021 17.43,
1171,Its such a shame that this share is just unable to move... market has recovered from 7500 to 16800.. but it is still not above the price it fell in march 2020. ...plus multiple people got stuck in demerger speculations spread around by medi...&nbsp,21-12-2021 17.41,
1172,"Mangement is tied with shoter cartel, thats why big shareholders in ITC will never like to remove PURII",21-12-2021 15.03,
1173,"ITC Ltd held its first ever virtual Investor & Analyst meet where the management set out key strategies for growth of the company. Multiple growth drivers, innovation and R&D, cost optimization, sustainability, digitization, and leveraging ...&nbsp",21-12-2021 14.06,
1174,"may be promoter of this company are nerva modi cousins ,they doing great",21-12-2021 13.57,
1175,"In all strong Dividend yield companies retailers are there. That is why operators are not interested in their price. So all strong companies like ITC, IOC, HPCL etc are languishing.",21-12-2021 13.45,
1176,as I said it will go down..never come up again..its already banged..it will take another year to come 230..better stay away..even all premiums have been vanished of past week downfall.it never regain again..mkt mostly depends upon FIis inve...&nbsp,21-12-2021 13.28,
1177,Come on ITC you have really value and weight-age like IT companies in Nifty50. Come on get matured and show your strength and value to the world. Compare ROEs of ITC and other so called IT companies.,21-12-2021 13.22,
1178,Buy it for investment purposes having strong fundamentals,21-12-2021 13.17,
1179,When ITC price fall its a free fall. it will not shoot up on market recovery. weird,21-12-2021 13.07,
1180,"Forget all time high 265, it will never cross even 240. It has fooled majority year after year and I am one of the victim of this parasite ITC, which only takes.",21-12-2021 13.01,
1181,Hope some good sense prevail with shorters. Life is not all about always negative. Whoever responsible will learn good lessons. We will wait for that.,21-12-2021 12.56,
1182,"With ITC Share being oversold, just one positive news will send shorters for cover. The share has the potential to surprise us on the upside since there is no expectation from the company.",21-12-2021 12.56,
1183,"Shorters of ITC, open up your eyes and look around your self. All scrips are running, making new highs today. why you people are unnecessarily suppressing its movement ? Take trades on both sides like other stocks and make money. what is th...&nbsp",21-12-2021 11.29,
1184,bhai I can only caution u against going long its your choice to get trapped or not,21-12-2021 11.28,
1185,Unlikely scenario analysis developed strong analytical skills developed strong. How? ..........bnfs.at/891c,21-12-2021 11.27,
1186,Fundamentally strong stock add at every dips for long term for more... bnfs.at/891c,21-12-2021 11.27,
1187,where did u see dii increased stake? its even below 200 and 50 week simple moving averages there is no buying whatsoever,21-12-2021 11.25,
1188,"ITC has bought 8.70 per cent equity stake in Mother Sparsh Baby Care, a D2C Ayurvedic and natural personal care brand. The company has acquired on December 17, 2021, in the first tranche, 100 equity shares of Rs 10 each and 940 Compulsorily...&nbsp",21-12-2021 11.24,
1189,one of the worst MC stock.... fii using this stock for manipulation... without any reason it is down and never seen any big companies behaving like this... price must be atleast 300 but it is struggling to cross 215 ..... pathetic stock.......&nbsp,21-12-2021 11.22,
1190,"every stocking doing well nifty almost 300 up, this shit is still glued to 213 which was previous day price and never to forget its fake sell order to scare and to keep people away to investing in ITC.",21-12-2021 11.14,
1191,itc redy to flaying inter day target 216,21-12-2021 11.12,
1192,everbody knowvthe real value of ITC if it is demerged. demerger will certainly take place sooner or later. even puri can not avoid. share market perform on future targets. ITC target if demerged will be 2000 plus this is not my figure but g...&nbsp,21-12-2021 11.11,
1193,"Thanks for your opinion, smartness should be shown where the risk is there. Let them try in difficult scrips to show their smartness and prove. What is big deal in ITC to short, where it is conventionally accepted by the market. Let them in...&nbsp",21-12-2021 10.42,
1194,"Public and DII is holding more percentage of this stock, FII is holding just 10 percent, they would have already sold 3 percent. DII is continuously buying when FII selling. So this wont matter much here.",21-12-2021 10.40,
1195,retailer buying few thousand share will not take it up ......bcoz institutions is shorting and short selling it daily in lakhs,21-12-2021 10.38,
1196,"ITC Ltd : Short term target : 220 , buy call.",21-12-2021 10.34,
1197,"ITC Ltd : Intra Day Target : , buy in this counter today.",21-12-2021 10.34,
1198,"This stock is going to play for some days .. As all securities have given target above 250.. So that retailers dont take it granted of the targets, then eventually it Ill go up in few days..",21-12-2021 10.33,
1199,"When company is not least bothered about share price,why point towards operators. Shorters are the smart ones .",21-12-2021 10.27,
1200,"Guys fact is that FIIs have sold more than what they did in Mar 2020 great covid fall, still our market is just 10% away from all time high. It is quite natural them to bok profit every year before Christmas. This time they have earned good...&nbsp",21-12-2021 10.19,
1201,Guys enjoy itc up by 0.64%.. let s have a Christmas party..cheers,21-12-2021 10.18,
1202,Operator please use the opportunity to take ITC to safe level so that shorters will not create further artificial fall,21-12-2021 10.14,
1203,After HUL. Now is the ITC time to increase the prices of its products. It will be moving up for a target of 255/- and then to 270/- by the end of December expiry.,20-12-2021 21.01,
1204,I pray almighty to show some light to retail investors and bring out from clutches of dirty shorters in ITC. Today market has opened so positive. I come to conclusion it is only a bear cartel is the problem more than the management. Every s...&nbsp,21-12-2021 9.37,
1205,Puri hates retail shareholders and LIC is sleeping on this investment uske ipo par effect hoga aur government ko toh kuch padi hi nahi nirmala ji is ko pehle disinvest karo this company is worst of govt and private combination,21-12-2021 9.36,
1206,High Management Efficiency with a high ROE of 23.64%,21-12-2021 9.33,
1207,"Budget 2022 | Corporate sector should invest more in farm sector, PM Modi tells Download moneycontrol app:",20-12-2021 23.20,
1208,Very useful letter by Mr. Patni. We should really post messages which have some relevance to the company or its share price. Regards,21-12-2021 8.37,
1209,"Executive Vice President & Company Secretary ITC Ltd Kolkata ITC shares rise on managements comments on demerger, investments what should investors have gone through this social media news which has been displayed after your recent Institut...&nbsp",21-12-2021 8.19,
1210,Everyone please standup....and peey for ITC for their future,21-12-2021 6.13,
1211,Please help all the agents....if they are saying buy ....then buy.....sell your house and buy as they are saying....they are helping you and your family,21-12-2021 6.12,
1212,"Please help Management, Operators and Employees of ITC to survive their life by purchasing all the products.....take loan from any bank and do the needful",21-12-2021 6.09,
1213,To knw Queen of future This stock may give u 2x 3x returns this year for sure ..very bullish on techincal chart For any help orTips.... To knw Queen of future,20-12-2021 20.58,
1214,"Some Unauthorized News is coming from another forums, check now... Queen of future",20-12-2021 20.57,
1215,Buy ITC at 212 for target 240/265 and 290 ....no stoploss needed,20-12-2021 19.38,
1216,ITC will suffer till Budget comes as investors are expecting higher tax on tobacco.....so 150 is not far away,20-12-2021 19.20,
1217,should probably be buying this share at 210rs and sell at 240rs and repeat the same forever,20-12-2021 18.49,
1218,its now in buying range .. it has proved multiple times in past years.,20-12-2021 18.16,
1219,Better ITC CEO be kept away from this meet. He will make the outcome a failure.,20-12-2021 16.03,
