,Messages,Time Stamp,Spam
58,"SELL,SELL,SELL,SELL,SELL ,SELL ,SELL ,SELL ,SELL TARGET RS 8800",09-02-2022 12.31,0
59,Buy Maruti at 8879 sl 8800 target 8950-9100.Buy as btst,09-02-2022 12.29,0
60,"SELL ,SELL,SELL, SELL , SELL",09-02-2022 12.28,0
61,best way to short write 9000ce..,09-02-2022 12.17,0
62,KEEP BOOKING PROFIT TGT HIT MARUTI MADE HIGH 8934 AND KEEP HOLD FOR NEXT TGT IF YOU WANT MORE,09-02-2022 11.56,0
63,KEEP BOOKING PROFIT TGT HIT MARUTI MADE HIGH 8934 AND KEEP HOLD FOR NEXT TGT IF YOU WANT MORE,09-02-2022 11.56,0
64,sell maruti 8400 pe 99 sl 207 tg 0.05 positional,09-02-2022 9.59,0
65,Will boycott Hyundai have impact on Maruti share?,09-02-2022 9.18,0
66,Buy Tata Motors for a target of 526 this week,09-02-2022 6.18,1
67,Take care your time with this stock investigate all previous history and decide what you are wasting..,08-02-2022 22.52,0
68,MARUTI SUZUKI ONE OF THE BEST STOCK GOOD SHORT COVERING STRONG LEVELS KEEP BUYING AT DIPS AND HOLD FOR LONG TURM,08-02-2022 22.50,0
69,Maruti suzuki can blast tommoro towards 8800-8900-9000 keep watching stay invested for good profits..,08-02-2022 21.58,0
70,For every 4 CE positions One Nifty PE can be added to hedge your positions.,08-02-2022 21.18,1
71,BUY BHARTI FOR 250 PROFIT ACHIEVING POINT WITH ANALYST TELGRRM.......... bnfs.at/891c,08-02-2022 20.57,1
72,"Dozens of Indians posted their intention to cancel orders for Hyundai cars to punish the company while urging support for homegrown brands like Tata Motors and Mahindra & Mahindra. Responding to the furore, Hyundais India unit said that it ...&nbsp",08-02-2022 18.00,0
73,Ready for sustain again on coming days so be ready for see more actions for more updates and tipx wtzppp on 844549: 2O56,08-02-2022 17.02,0
74,"Every time it goes down, investors can grab with both hands. Holding with patience is a must.",08-02-2022 10.16,0
75,Have an opinion on this news? Post your comment here.,08-02-2022 9.36,1
76,Do not sell Maruti unless you need funds. Hold this  tightly. High five figures very soon. Have patience.,08-02-2022 9.19,0
77,MARUTI SHOWING GOOD STRENGTH KEEP TGT AROUND 8530 - 8550 - 8600 SL 8400,08-02-2022 9.11,0
78,MARUTI SHOWING GOOD STRENGTH KEEP TGT AROUND 8530 - 8550 - 8600 SL 8400,08-02-2022 9.10,0
79,"accumulation of pe of maruti suzuki 8500,8400 8300 will yield gud profits",08-02-2022 8.30,0
80,Turn your pocket and portfolio green also .. ping..9.5.6.8.9.1.4.0.3.9.. say hi,08-02-2022 8.25,1
81,This is the best time to take entry in this stock now..,07-02-2022 20.47,0
82,This stock may give you 2x 3x 4x return this year for sure...very bullish on technical charts..,07-02-2022 20.31,0
83,"Some Unauthorized News is coming from another forums, check now... Queen of future",07-02-2022 17.05,0
84,again strong bullish rally started ..buy at every dip..,07-02-2022 11.46,0
85,"Maruti Suzuki India has officially opened the bookings for the new Baleno. The reservations for the updated Baleno that is likely to be launched in the coming weeks can be made for Rs 11,000. While the specific updates made to the hatchback...&nbsp",07-02-2022 11.33,0
86,New Maruti Suzuki Baleno official bookings open to get a head-up display,07-02-2022 11.33,0
87,"Maruti : Intra Day Target : 8450 , buy buy buy call given today for very decent profits in this counter today.",07-02-2022 11.32,0
88,To know the stocks details and updates for more info v.gd/GjmAyK,07-02-2022 11.01,1
89,no hope it may touch 7000 by tomorrow,07-02-2022 10.37,0
90,"Buy GCM SEC AT A PRICE OF Rs 7.84. BUY THE MAXIMUM AMOUNT. We began promoting purchases at 5.55 and it has already reached 7.84, yielding 5% daily and a 40% return in just 8days. TGT 16.50, 20.55",07-02-2022 10.33,1
91,Buy Maruti at CMP fast for 8550-8650-8780 keep buying fast for good profits.. its ready for blast catch if you can,07-02-2022 10.20,0
92,Quarterly result will start soon to get the latest updates more info v.gd/GjmAyK,07-02-2022 9.13,1
93,"Iex 300 coming good refovery sighn today at , For AnyTips OrHelp wtzp... 73OO7 :311 :44",07-02-2022 8.14,1
94,maruti 8400 PE BUY ABOVE 207 WITH SL 99 TG UPTO 504,04-02-2022 9.24,0
95,sell sell sell sell sell sellsell sell,04-02-2022 9.19,0
96,Keep buying as I want to sell more this script !!!,04-02-2022 7.27,1
97,Lol you buy I will sell ,03-02-2022 22.34,1
98,MARUTI SUZUKI LOOKS GOOD IN CHART BUY AT EVERY DIPS,03-02-2022 22.07,0
99,Have an opinion on this news? Post your comment here.,03-02-2022 21.57,1
100,This stock is ready for shoe you kire power very soon so ne ready before buy on right levels,03-02-2022 21.51,0
101,"Zeel cmp 350 and tomorrow morning will come 360/370 , for anyHelpOrtips wtzp... 73OO 73:1144",03-02-2022 21.31,1
102,upward journey started will touch 9300 once it breakes 8972 anytime soon.,03-02-2022 18.39,0
103,this Stock is ready for more actions in coming week let the Nifty cross 1770 levels.. for more live market updatez & tipxz wtzpp on 84454:92O56,03-02-2022 17.08,0
104,GCM Securities.. ok... company ke bare me kuch bata sakte ho?,03-02-2022 11.47,1
105,"Maruti : Intra Day Target : 8780 , buy buy call given today for decent intra day profits in this counter...buy buy buy ...",03-02-2022 11.37,0
106,Fundamentally strong stock add at every dips for long term..,03-02-2022 11.32,0
107,"mujhe lagta hai, GCM acha rahega. Wo gain bhi kar raha hein, and the return for the last five days has been 27.14%. abhi uska price 7.12  hai.",03-02-2022 11.12,1
108,Intermittent dips is an opportunity to BUY.,03-02-2022 11.05,0
109,Best time for investment in pharma more detls. DONT MISS THIS TIME..,03-02-2022 11.01,1
110,"Maruti Industries rally not over yet. More returns expected, so keep on ur radar bnfs.at/891c",03-02-2022 10.53,0
111,This stock looks Good accumulate every price may go up from these levels bnfs.at/891c,03-02-2022 10.46,0
112,Investing is not an easy mind game ....it requires patience to feel the power of stock market..... bnfs.at/891c,03-02-2022 10.44,1
113,"The supreme court case for gtl infra vs ed arc, gtl infra side case handled by abhishek manu singhvi, which means manoj t has strong support.... bnfs.at/891c",03-02-2022 10.43,1
114,buy buy buy tomorrow will touch 9000,02-02-2022 23.11,0
115,Have an opinion on this news? Post your comment here.,02-02-2022 20.51,1
116,This is a best time to take entry in this stock....,02-02-2022 19.51,0
117,Dont buy for long term now wait for few moments and dip with right levels...,02-02-2022 19.38,0
118,Do not sell this . Hold tightly with patience. We repeat HOLD with patience.,02-02-2022 15.14,0
119,buy maruti with sl below 8400 tg upto 8640,02-02-2022 14.38,0
120,Positive movement expected due to high delivery percentage accumulate for more info v.gd/GjmAyK,02-02-2022 14.34,0
121,buy Maruti Suzuki at 8450... stoploss 8000... shortime target 9100-9600-9800. . time frame 2 months,02-02-2022 14.29,0
122,Do not make a mistake of selling. Smar investors are accumulating. Have patience.,02-02-2022 14.26,0
123,Quarterly result will start soon to get the latest updates more info v.gd/GjmAyK,02-02-2022 14.01,0
124,"bhayankar competition new entrants are in market. unaffordable price to middle class people , parking issues several hurdles even thinking of buying is scaring",02-02-2022 11.36,0
125,Quarterly result will start soon to get the latest updates more info v.gd/GjmAyK,02-02-2022 10.56,0
126,"sales per month around 150,000 can have flat revenues but cost of metal , rubber , plastic , paints , fuel , supply chain will again kill its margins in March quarter. target price near 7600 in this month.",02-02-2022 10.35,0
127,Low Interest rates and system liquidity will be a reason for bullish in upcoming trading sessions. To know when exactly to trade for more info v.gd/GjmAyK,02-02-2022 10.27,0
128,Unlikely scenario analysis developed strong analytical skills developed strong. How? ..........bnfs.at/891c,02-02-2022 10.01,1
129,"Maruti is a strong buy and hold kind of stock, which will create huge wealth for long time Investors. Our price target is Rupees 13000 in a very short period of time. HOLD TIGHTLY WITH PATIENCE.",02-02-2022 10.00,0
130,How to overcome our fear of losses incurred by return ......bnfs.at/891c,02-02-2022 10.00,1
131,"IRCTC is like MRF share, expect another rally in future. But only if bought at the right entry point. for more info v.gd/GjmAyK",02-02-2022 9.48,1
132,Buy Maruti Suzuki at CMP target 8750-8800 keep watching keep buying for good profits..stay invested for good profits goodluck..,02-02-2022 9.33,0
133,"No strength in the counter, month on month sales decline by 7 %, Govt focus on Electric vehicles and maruti do not have any play in segment. Should correct to 8000 levels in coming week...",02-02-2022 9.26,0
134,Our target price is 13000 sooner than later.,01-02-2022 14.05,0
135,Technically looking very week in upcoming session so stay away for sometime....,01-02-2022 14.04,0
136,Any dip means weak hands are moving out and strong hands are buying. Maruti is indeed a strong BUY for long time investors. Our price target is Rs Have patience.,01-02-2022 14.01,0
137,management guys sold at 9000 now they will take.it back to 7000,01-02-2022 13.00,0
138,Any dip can be taken as a fresh buying opportunity. The upside rally can take the share price so high in coming quarters for more info v.gd/GjmAyK,01-02-2022 12.24,0
139,exit maruti now..nothing has come to Maruti in particular in the budget. Target 6410 any time today.,01-02-2022 12.11,0
140,Positive movement expected due to high delivery percentage accumulate for more info v.gd/GjmAyK,01-02-2022 12.05,0
141,Quarterly result will start soon to get the latest updates more info v.gd/GjmAyK,01-02-2022 11.58,0
142,Sell Maruti Suzuki for target 8200 by EOD,01-02-2022 11.53,0
143,Babaji ka thullu to auto sector in the budget announcement so far...lets wait for any announcement ...else crash on street...target 8440 today in such case.,01-02-2022 11.32,1
144,WHAT AN AMAZING PREFORMANCE TODAY PROFIT IN MULTIPLE STOCK WHICH IS GIVEN BY US MARUTI HIT 2ND TGT MADE ABOVE 8750 KEEP BOOKING PROFIT,01-02-2022 9.34,0
145,Budget will support Electric Vehicles adoption which is a weak point for maruti. So we can can see a correction from here to 8200-8300 levels.,01-02-2022 9.27,0
146,MARUTI BUY ON DIP AND KEEP TGT AROUND 8650 - 8700 - 8800 - SL 8500,01-02-2022 9.09,0
147,MARUTI BUY ON DIP AND KEEP TGT AROUND 8650 - 8700 - 8800 - SL 8500,01-02-2022 9.09,0
148,wait to see 8000 by today EOD....big jerk in waiting,31-01-2022 12.02,0
149,can turn into RED today. keep watching and trade carefully,31-01-2022 14.23,0
150,Turn your pocket and portfolio green also .. ping..9.5.6.8.9.1.4.0.3.9.. say hi,01-02-2022 0.16,1
151,"In the fiscal year 2021, the company derived major percent of its revenue from operations from core geographies",31-01-2022 20.02,0
152,"the multi-timeframe analysis suggests that this stock can witness a brief consolidation for the next two-three sessions, which will be followed by the next leg up.",31-01-2022 20.02,0
153,This stock is a very good choice to your portfolio ...buy at current levels for Good investment...,31-01-2022 18.52,0
154,maruti reverse now may not move above 8670,31-01-2022 13.44,0
155,"Auto sector looking very strong even post budget...put your money in auto sector, auto ancillaries stocks.",31-01-2022 12.38,0
156,Maruti Wagon R To Get Mild Facelift In February 2022,31-01-2022 12.37,0
157,"Maruti : Intra Day Target : 8700 , buy buy buy call given today for decent intra day gains / profits.",31-01-2022 12.37,0
158,Huge upside potential. Good fundamentals and is currently trading at more than reasonable PRICE. TO GET INSIGHT ON SHORT TERM for more info v.gd/GjmAyK,31-01-2022 12.25,0
159,Growth oriented stocks will be accumulated heavily by fiis and diis. Full list available bnfs.at/891c,31-01-2022 11.03,0
160,The zeel of trading comes with Red color in our portfolio to make it Green & Positive results Come .....Look for bnfs.at/891c,31-01-2022 11.03,0
161,Correction yet to start!! Only Downside expected for next few weeks. Good buy around 7400 and next around 6800!!,31-01-2022 10.49,0
162,The impact of Demand and supply creating ruckus in buying sector to know the target and SL for more info v.gd/GjmAyK,31-01-2022 9.53,0
163,MARUTI GOOD BREAKOUT OF 40 MONTHS AND WITH GOOD CONSOLIDATION KEEP TGT AROUND 8720 - 8750 - 8800 SL 8600,31-01-2022 9.39,0
164,Too much overrated as of now....anytime reverse route may start....book ur profit,30-01-2022 18.30,0
165,"Having shown good bullish trends, and quick fall on the first day of the series mostly it will go down soon. Watch till then.",30-01-2022 14.38,0
166,Stock seen heavy volumes in last couple of days due to the latest news like investment from Reliance.for more info v.gd/GjmAyK,30-01-2022 10.26,0
167,MARUTI SUZUKI GOOD BREAKOUT ON WEEKLY BASIS LOOKS GOOD IN CHART BUY AT DIPS,29-01-2022 23.06,0
168,Have an opinion on this news? Post your comment here.,29-01-2022 20.39,1
169,Foreign brokerage have given thumbsup to Maruti with short term target of 10000 .. buybuybuy..Go long.. hold and accumulate,29-01-2022 17.20,0
170,Trade as per your risk appetite. & in stock market there are NO Guaranteed returns.,29-01-2022 12.33,1
171,We have two reputed brokerages giving contra targets... one above 9000,29-01-2022 12.19,0
172,MARUTI - ITS RIGHT TIME TO ADD IN PORTFOLIO FOR GOOD RETURN AND HOLD FOR AROUND 9000,29-01-2022 11.25,0
173,"buy maruti if nifty falls or sell if nifty in green because it has world with nifty, ",28-01-2022 19.21,0
174,Sorry writing mistake.......Anyway result was NOT so great....,28-01-2022 13.39,1
175,All post result reactions are over. Anyway Result was so great . The up move is overdone. Will soon test levels of 8000 or even 7750. Very good time to book profits.,28-01-2022 13.34,0
176,"Strong levels, Good Result, Consolidated in last week, strongly recommend this stock for buying for more details... Queen of future",28-01-2022 13.31,0
177,Every dip is good opportunity to buy at low for decent profits.. keep watching stay invested 8900-9200 positional come. goodluck!,28-01-2022 13.22,0
178,This Stock is looking week after some points So Ready for Reset Your Previous Positions & Add More for More updates and Live markett tippxz wtzppp on 84454: 92O56,28-01-2022 13.11,0
179,keep buying fast for more till now 50 points keep watching stay longer,28-01-2022 13.08,0
180,Recover your shorts fast as Maruti going to blast towards 8800-8900 keep buying for good profits buy fast..,28-01-2022 12.57,0
181,NOW BLACK CROW BE ALERT PROFIT BOOKING ON CORD DECIDE YOURSELF,28-01-2022 12.49,0
182,again selling pressure could be seen today... keep eyes for 8200-8250 levels,28-01-2022 12.27,0
183,"Maruti : Intra Day Target : 8720 , buy buy call given today for decent intra day gains today for retail investors.",28-01-2022 11.53,0
184,maruti red hogaya sell karo 8800 me sl 8890,28-01-2022 9.25,0
185,sell on each rise...sudden fall could be seen soon.. keep watching and trade carefully,28-01-2022 8.53,0
186,Positive movement expected due to high delivery percentage accumulate for more info v.gd/GjmAyK,28-01-2022 7.51,0
187,"not having good result ,chip shortage ,fall in estimate .. fall in production .. but maruti rises .. how and why .. total manupalation ... why investor do not think like this ..",28-01-2022 7.51,0
188,To know the stocks details and updates for more info v.gd/GjmAyK,28-01-2022 7.49,1
189,MARUTI SUZUKI GOOD BREAKOUT ON WEEKLY BASIS LOOKS GOOD IN CHART BUY AT DIPS,27-01-2022 21.47,0
190,"when all globe is falling nifty rose ,then sudden fall similiar thing is going to happen for msil Healthy correction and steady increase is good",27-01-2022 21.42,0
191,If you check OI data it clear shows huge put writers at 15700 and 15750...giving good support as sgx nifty close in green by big margin..it clearly indicates bullish apttern in chart analysis...PCR ratio is also good..buy friends and best o...&nbsp,27-01-2022 19.21,0
192,Sugar stocks have been in focus as the government brought forward the target date for achieving 20 percent ethanol-blending with petrol by two years to 2023.,27-01-2022 19.11,1
193,your Target is 90 rs additional....and your stoploss is also 90 rs. less than CNP....are you real trader or joker???,27-01-2022 18.53,1
194,Do not make a mistake of selling unless you need funds. Strong upside move in on way. Five digits shortly. Have patience.,27-01-2022 14.54,0
195,Quarterly result will start soon to get the latest updates more info v.gd/GjmAyK,27-01-2022 14.49,
196,Huge correction done in good fundamentally strong stocks buy in every dips for investment for more info v.gd/GjmAyK,27-01-2022 14.48,
197,pump it pump it expiry to earn then free to dump... thats how broker target the stocks,27-01-2022 14.45,
198,maruti kitna bhi up ho jay vapis f/o ke bad niche aahi jatahe sell Maruti 8690 sl 8850 target 8500,27-01-2022 14.29,
199,Any dip can be taken as a fresh buying opportunity. The upside rally can take the share price so high in coming quarters for more info v.gd/GjmAyK,27-01-2022 14.29,
200,maruti sell 8595 sl 8650 next wheek niche jarur aayega,27-01-2022 13.58,
201,maruti 2 time 8600 aata he vapis 8530 aata he sell 8600 sl 8645,27-01-2022 13.53,
202,"when you buy with news, you will die with news... remember .",27-01-2022 12.20,
203,buy for a target price of Rs. 8800/- in 1-2 trading season..,27-01-2022 12.19,
204,Stock Market latest news for more info v.gd/GjmAyK,27-01-2022 10.12,
205,Have an opinion on this news? Post your comment here.,27-01-2022 10.12,
206,Nifty is set to V - Shaped recovery to 18000.and 19000 in a few days . Buy Midcaps and value nifty stocks .,27-01-2022 10.04,
207,"Remember corrections in market are temporary, growth is permanent use dips as buying opportunity for more info v.gd/GjmAyK",27-01-2022 9.53,
208,Have an opinion on this news? Post your comment here.,27-01-2022 9.51,
209,Every dip is an opportunity to BUY and HOLD. Rs 13000/- sooner than later. It will move very fast. Have patience.,27-01-2022 9.48,
210,"sell maruthi for 7500 , its unrealistically overpriced .",27-01-2022 9.47,
211,How many days you are with moneycontrol first study the market potential and than comment Maruti has reached up to 9000 in 2018-19 and again got its position that time also people of the verdict Maruti ab koi nahi kharidega but no body beat...&nbsp,27-01-2022 9.40,
212,Sell Maruthi and buy in next 2 months after FED interest impact correction. you can buy around 7000 again if my calculations are right,27-01-2022 9.11,
213,maruti sell karo. 24 Jan ko 550 badha.he. SGX NIFTY 300 NICHE HE... CRUDE 90 DOLLAR PAHOCH GAYA.... maruti 52 week hi he selll maruti...dow jon 350 down dikha raha. he 1 February ko baget he. so next month f/o sell karo,27-01-2022 8.18,
214,tomorrow it correct 3 to 4 percent after buy maruti,26-01-2022 21.50,
215,"Maruti Suzuki Q3 Review - Above Our Estimate Strong Recovery In Market Share, Margin: Motilal Oswal",26-01-2022 21.34,
216,beta logo ko to ye 6400 pe bhi mehga lagta tha. if u go search my comment back in August sept. ull know i gave target of 10000-12000 in 2022-2023 this stock has given breakout of 4 years inverse head and shoulders. big time 4 years is.,26-01-2022 21.21,
217,You can watch Real Time FREE Buy Sell Charts of stock market from Technical Charting System at www IntradayAFL com,26-01-2022 19.33,
218,no body invest in maruti suzuki stock it is very high value stock if any body buy on this level they will not get this price in future easily minimum one year i think 10% lower Circuit possible tomorrow it is the history of maruti Suzuki st...&nbsp,26-01-2022 19.13,
219,"Results were excellent of HDFC BANK, ICICI BANK, BAJAJ FINANCE, INFOSYS but no brokerage upgraded them but after an ordinary results Maruti has been upgraded. Brokerages upgrade estimates on Maruti on new launches, positive guidance. An exp...&nbsp",26-01-2022 19.06,
220,maruti 52 to week high 8664 sell at this price sl 8805 target 8000 next month,26-01-2022 18.58,
221,tomorrow morning maruthi suzuki opens green..... then slip to red... target 8400... sl 8857,26-01-2022 18.39,
222,"Sell Maruti Futures Feb series , can see 10% downslide .",26-01-2022 17.10,
223,Too much overrated as of now....anytime reverse route may start....book ur profit,26-01-2022 16.05,
224,because of manipulation from 8200-8350....short covering started Happening...which took it too 8600....now as shorts are covered ...4% minus on thursday,25-01-2022 22.53,
225,Sir i have 370 maruti at average of8530/- shall I exit or wait for more recovery please suggest. Thanks,25-01-2022 22.51,
226,Will it come down to -8000 by Thursday or will it take Friday? ,25-01-2022 22.10,
227,Have an opinion on this news? Post your comment here.,25-01-2022 21.20,
228,MARUTI SUZUKI SHOWING GOOD STRENGTH STRONG INDICATION BULLISH ZONE BUY AT DIPS ...,25-01-2022 21.12,
229,Have an opinion on this news? Post your comment here.,25-01-2022 21.10,
230,today every one sold & buy then this sock maruti climb 600 point gain but Thursday no buyer in mkt of maruti only seller in cash or future kol bari bat ni it will open 8000 near deep short fall will make the unbelievable target 7000-7200 in...&nbsp,25-01-2022 19.18,
231,"cnbc aawaj gave sell call today and the reverse happens again, results came during market hours, and stock reacted positively to neg numbers",25-01-2022 19.15,
232,Lol joker of a share made 52 week high just before one day of results. Pure operator game to trap new kids on higher price and now company has reported 48 percent fall in profits yoy. Enjoy lc tomorrow,25-01-2022 18.54,
233,Wait for result this stock give you recovery but some slowly... wait for next resistance levels...,25-01-2022 18.23,
234,this will eventually fall as numbers dont look great all.,25-01-2022 14.53,
235,"MSIL has reported great numbers. The sales revenue falls 1% due to raw material supply constraints. So, the demand is there in the market. The results would be better in next quarter onwards.",25-01-2022 14.43,
236,Time will only tell you how this stock will come down to below 7400 levels in few weeks. The price is unsustainable.,25-01-2022 14.43,
237,"results are always seen v/s the estimate and maruti has beaten the estimate, hence the run.",25-01-2022 14.33,
238,Results are out 47% fall has seen in result how this share is running sell sell,25-01-2022 14.23,
239,Have an opinion on this news? Post your comment here.,25-01-2022 14.23,
240,Huge upside potential. Good fundamentals and is currently trading at more than reasonable PRICE. TO GET INSIGHT ON SHORT TERM for more info v.gd/GjmAyK,25-01-2022 14.20,
241,may be results are out,25-01-2022 14.19,
242,Unlike Other sectors IT sector is impacted by many factors Can Market correction impact Infy badly? To get all answers v.gd/GjmAyK,25-01-2022 14.19,
243,Hold this  tightly. Rs 1300 will reach much faster. Have patience.,25-01-2022 14.18,
244,Fundamentally strong stock add at every dips for long term for more... bnfs.at/891c,25-01-2022 11.46,
245,Never depend on single income. Make investment to create second source for more info.. Queen of future,25-01-2022 10.58,
246,Investing is not an easy mind game ....it requires patience to feel the power of stock market..... Queen of future,25-01-2022 10.57,
247,Have an opinion on this news? Post your comment here.,25-01-2022 10.39,
248,Adani is entering ELECTRIC Vehicles manufacturing . Buy Adani Enterprise for 30 % PROFITS in short time.,25-01-2022 8.58,
249,again strong bullish rally started ..buy at every dip,22-01-2022 13.38,
250,again strong bullish rally started ..buy at every dip.,21-01-2022 15.37,
251,MARUTI SUZUKI GOOD FUNDAMENTAL BUY AT DIPS STOCK BACK IN ACTION TOMORROW..,24-01-2022 23.32,
252,Positive movement expected due to high delivery percentage accumulate for more info v.gd/GjmAyK,24-01-2022 21.10,
253,"after DEC quarter results announcement tomorrow , there can be a bloodbath in Maruti counter.",24-01-2022 18.00,
254,FII have started buying today for budget rally.,24-01-2022 10.58,
255,Stock seen heavy volumes in last couple of days due to the latest news like investment from Reliance.for more info v.gd/GjmAyK,24-01-2022 10.01,
256,target achieved of 8150 level will go down below 8100,24-01-2022 9.43,
257,Exit can show 8100-8150 level today book profit.....,24-01-2022 9.27,
258,maruti me CNBC GABA SIR 8100 SL BOLA HE AAJ MATLAB AAJ 8100 NICHE AAYEGA SL 8190 SL 8255,24-01-2022 9.12,
259,sell 8190 sl 8250 target 1st 8150 next 8100 3rd 8020,24-01-2022 8.38,
